	PDB	resolution	method	organism	date	affinity	delta_g	affinity_method	temperature	authors	One_digit_id
137	1ri8	1.85	X-RAY DIFFRACTION	CAMELUS DROMEDARIUS; GALLUS GALLUS	11/17/03	2.9e-09	-11.64	SPR		De Genst, E., Silence, K., Ghahroudi, M.A., Decanniere, K., Loris, R., Kinne, J., Wyns, L., Muyldermans, S.	1ri8_0
138	2i25										2i25_0
139	6jb2	1.5	X-RAY DIFFRACTION	CAMELUS DROMEDARIUS; GALLUS GALLUS	01/25/19					Caaveiro, J.M.M., Tamura, H., Akiba, H., Tsumoto, K.	6jb2_0
140	1kip	2.1	X-RAY DIFFRACTION	MUS MUSCULUS; GALLUS GALLUS	10/23/96					Fields, B.A., Poljak, R.J., Mariuzza, R.A.	1kip_0
141	3a6b	1.8	X-RAY DIFFRACTION	MUS MUSCULUS; GALLUS GALLUS	08/28/09	1.08e-07	-9.63	ITC	30.0	Yokota, A., Tsumoto, K., Shiroishi, M., Nakanishi, T., Kondo, H., Kumagai, I.	3a6b_0
142	1j1o	1.8	X-RAY DIFFRACTION	MUS MUSCULUS; GALLUS GALLUS	12/13/02					Yokota, A., Tsumoto, K., Shiroishi, M., Kondo, H., Kumagai, I.	1j1o_0
143	1ic5	2.3	X-RAY DIFFRACTION	MUS MUSCULUS; GALLUS GALLUS	03/30/01					Shiroishi, M., Yokota, A., Tsumoto, K., Kondo, H., Nishimiya, Y., Horii, K., Matsushima, M., Ogasahara, K., Yutani, K., Kumagai, I.	1ic5_0
144	4pgj	2.6	X-RAY DIFFRACTION	HOMO SAPIENS; GALLUS GALLUS	05/02/14					Christ, D., Langley, D.B., Rouet, R.	4pgj_0
145	1jto	2.5	X-RAY DIFFRACTION	CAMELUS DROMEDARIUS; GALLUS GALLUS	08/21/01					Decanniere, K., Transue, T.R., Desmyter, A., Maes, D., Muyldermans, S., Wyns, L.	1jto_1
146	2dqh	2.3	X-RAY DIFFRACTION	MUS MUSCULUS; GALLUS GALLUS	05/26/06					Shiroishi, M., Kondo, H., Tsumoto, K., Kumagai, I.	2dqh_0
147	1zvh	1.5	X-RAY DIFFRACTION	CAMELUS DROMEDARIUS; GALLUS GALLUS	06/02/05					De Genst, E., Silence, K., Decanniere, K., Conrath, K., Loris, R., Kinne, J., Muyldermans, S., Wyns, L.	1zvh_0
148	1ndm	2.1	X-RAY DIFFRACTION	MUS MUSCULUS; GALLUS GALLUS	12/09/02					Mariuzza, R.A., Li, Y., Li, H.	1ndm_0
149	1bvk	2.7	X-RAY DIFFRACTION	HOMO SAPIENS; GALLUS GALLUS	09/16/98	1.4e-08	-10.53	Other	20.0	Holmes, M.A., Buss, T.N., Foote, J.	1bvk_0
150	2dqe	1.9	X-RAY DIFFRACTION	MUS MUSCULUS; GALLUS GALLUS	05/25/06					Shiroishi, M., Kondo, H., Tsumoto, K., Kumagai, I.	2dqe_0
151	1xgq	2.1	X-RAY DIFFRACTION	MUS MUSCULUS; GALLUS GALLUS	09/17/04					Li, Y., Mariuzza, R.A.	1xgq_0
152	4n1e	2.23	X-RAY DIFFRACTION	HOMO SAPIENS; GALLUS GALLUS	10/04/13					Langley, D.B., Rouet, R., Stock, D., Christ, D.	4n1e_1
153	1kiq	1.85	X-RAY DIFFRACTION	MUS MUSCULUS; GALLUS GALLUS	10/23/96					Fields, B.A., Poljak, R.J., Mariuzza, R.A.	1kiq_0
154	1vfb	1.8	X-RAY DIFFRACTION	MUS MUSCULUS; GALLUS GALLUS	12/03/93	3.7e-09	-11.47	ITC	24.0	Bhat, T.N., Poljak, R.J.	1vfb_0
155	2dqg	2.3	X-RAY DIFFRACTION	MUS MUSCULUS; GALLUS GALLUS	05/25/06					Shiroishi, M., Kondo, H., Tsumoto, K., Kumagai, I.	2dqg_0
156	1fdl	2.5	X-RAY DIFFRACTION	MUS MUSCULUS; GALLUS GALLUS	08/27/90					Fischmann, T.O., Poljak, R.J.	1fdl_0
157	3a6c	1.8	X-RAY DIFFRACTION	MUS MUSCULUS; GALLUS GALLUS	08/28/09	7.14e-09	-11.28	ITC	30.0	Yokota, A., Tsumoto, K., Shiroishi, M., Nakanishi, T., Kondo, H., Kumagai, I.	3a6c_0
158	1zmy	3.0	X-RAY DIFFRACTION	CAMELUS DROMEDARIUS; GALLUS GALLUS	05/11/05	5.2e-08	-9.93	SPR		Saerens, D., Pellis, M., Loris, R., Pardon, E., Dumoulin, M., Matagne, A., Wyns, L., Muyldermans, S., Conrath, K.	1zmy_0
159	2dqj	1.8	X-RAY DIFFRACTION	MUS MUSCULUS; GALLUS GALLUS	05/26/06					Shiroishi, M., Kondo, H., Tsumoto, K., Kumagai, I.	2dqj_0
160	1zvy	1.63	X-RAY DIFFRACTION	CAMELUS DROMEDARIUS; GALLUS GALLUS	06/03/05	1e-10	-13.63	SPR		De Genst, E., Silence, K., Decanniere, K., Conrath, K., Loris, R., Kinne, J., Muyldermans, S., Wyns, L.	1zvy_0
161	1xgu	2.1	X-RAY DIFFRACTION	MUS MUSCULUS; GALLUS GALLUS	09/17/04					Li, Y., Huang, Y., Swaminathan, C.P., Smith-Gill, S.J., Mariuzza, R.A.	1xgu_0
162	1c08	2.3	X-RAY DIFFRACTION	MUS MUSCULUS; GALLUS GALLUS	07/15/99					Shiroishi, M., Kondo, H., Matsushima, M., Tsumoto, K., Kumagai, I.	1c08_0
163	2dqf	2.5	X-RAY DIFFRACTION	MUS MUSCULUS; GALLUS GALLUS	05/25/06					Shiroishi, M., Kondo, H., Tsumoto, K., Kumagai, I.	2dqf_0
164	4tsb	1.95	X-RAY DIFFRACTION	HOMO SAPIENS; GALLUS GALLUS	06/18/14					Wensley, B.	4tsb_0
165	1xgt	2.1	X-RAY DIFFRACTION	MUS MUSCULUS; GALLUS GALLUS	09/17/04					Li, Y., Mariuzza, R.A.	1xgt_0
166	2dqd	1.8	X-RAY DIFFRACTION	MUS MUSCULUS; GALLUS GALLUS	05/25/06					Shiroishi, M., Kondo, H., Tsumoto, K., Kumagai, I.	2dqd_0
167	1g7l	2.0	X-RAY DIFFRACTION	MUS MUSCULUS; GALLUS GALLUS	11/10/00					Sundberg, E.J., Urrutia, M., Braden, B.C., Isern, J., Mariuzza, R.A.	1g7l_0
168	1t6v										1t6v_0
169	1g7i	1.8	X-RAY DIFFRACTION	MUS MUSCULUS; GALLUS GALLUS	11/10/00					Sundberg, E.J., Urrutia, M., Braden, B.C., Isern, J., Mariuzza, R.A.	1g7i_0
170	2znw	2.71	X-RAY DIFFRACTION	MUS MUSCULUS; SYNTHETIC CONSTRUCT; GALLUS GALLUS	05/02/08					DeSantis, M.E., Acchione, M., Li, M., Walter, R.L., Wlodawer, A., Smith-Gill, S.	2znw_1
171	2yss	2.4	X-RAY DIFFRACTION	HOMO SAPIENS; GALLUS GALLUS	04/03/07					Nakanishi, T., Tsumoto, K., Yokota, A., Kondo, H., Kumagai, I.	2yss_0
172	1sq2										1sq2_0
173	4n1c	1.7	X-RAY DIFFRACTION	HOMO SAPIENS; GALLUS GALLUS	10/03/13					Langley, D.B., Rouet, R., Roome, B., Stock, D., Christ, D.	4n1c_0
174	1rjc	1.4	X-RAY DIFFRACTION	CAMELUS DROMEDARIUS; GALLUS GALLUS	11/19/03					De Genst, E., Silence, K., Ghahroudi, M.A., Decanniere, K., Loris, R., Kinne, J., Wyns, L., Muyldermans, S.	1rjc_0
175	2eiz	1.9	X-RAY DIFFRACTION	HOMO SAPIENS; GALLUS GALLUS	03/14/07					Nakanishi, T., Tsumoto, K., Yokota, A., Kondo, H., Kumagai, I.	2eiz_0
176	4n1c	1.7	X-RAY DIFFRACTION	HOMO SAPIENS; GALLUS GALLUS	10/03/13					Langley, D.B., Rouet, R., Roome, B., Stock, D., Christ, D.	4n1c_1
177	1mel	2.5	X-RAY DIFFRACTION	CAMELUS DROMEDARIUS; GALLUS GALLUS	06/06/96					Desmyter, A., Transue, T.R., Arbabi Gharoudi, M., Dao Thi, M., Poortmans, F., Hamers, R., Muyldermans, S., Wyns, L.	1mel_0
178	2znx	2.3	X-RAY DIFFRACTION	MUS MUSCULUS; SYNTHETIC CONSTRUCT; GALLUS GALLUS	05/02/08					DeSantis, M.E., Acchione, M., Li, M., Walter, R.L., Wlodawer, A., Smith-Gill, S.	2znx_0
179	1kir	2.0	X-RAY DIFFRACTION	MUS MUSCULUS; GALLUS GALLUS	10/23/96					Fields, B.A., Poljak, R.J., Mariuzza, R.A.	1kir_0
180	3a67	1.8	X-RAY DIFFRACTION	MUS MUSCULUS; GALLUS GALLUS	08/24/09	5.62e-09	-11.44	ITC	30.0	Yokota, A., Tsumoto, K., Shiroishi, M., Nakanishi, T., Kondo, H., Kumagai, I.	3a67_0
181	5tud	3.0	X-RAY DIFFRACTION	HOMO SAPIENS; ESCHERICHIA COLI; MUS MUSCULUS	11/05/16					Ishchenko, A., Wacker, D., Kapoor, M., Zhang, A., Han, G.W., Basu, S., Boutet, S., James, D., Wang, D., Weierstall, U., Liu, W., Katritch, V., Stevens, R.C., Cherezov, V.	5tud_0
182	7p7a	4.76	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; SYNTHETIC CONSTRUCT	07/19/21					Walter, J.D., Hutter, C.A.J., Garaeva, A.A., Scherer, M., Zimmermann, I., Wyss, M., Rheinberger, J., Ruedin, Y., Earp, J.C., Egloff, P., Sorgenfrei, M., Huerlimann, L.M., Gonda, I., Meier, G., Remm, S., Thavarasah, S., Zimmer, G., Slotboom, D.J., Paulino, C., Plattet, P., Seeger, M.A.	7p7a_0
183	4zyp	5.5	X-RAY DIFFRACTION	MUS MUSCULUS; HUMAN RESPIRATORY SYNCYTIAL VIRUS A (STRAIN A2); HOMO SAPIENS	05/21/15					Gilman, M.S.A., McLellan, J.S.	4zyp_1
184	4zyp	5.5	X-RAY DIFFRACTION	MUS MUSCULUS; HUMAN RESPIRATORY SYNCYTIAL VIRUS A (STRAIN A2); HOMO SAPIENS	05/21/15					Gilman, M.S.A., McLellan, J.S.	4zyp_2
185	4zyp	5.5	X-RAY DIFFRACTION	MUS MUSCULUS; HUMAN RESPIRATORY SYNCYTIAL VIRUS A (STRAIN A2); HOMO SAPIENS	05/21/15					Gilman, M.S.A., McLellan, J.S.	4zyp_3
186	4zyp	5.5	X-RAY DIFFRACTION	MUS MUSCULUS; HUMAN RESPIRATORY SYNCYTIAL VIRUS A (STRAIN A2); HOMO SAPIENS	05/21/15					Gilman, M.S.A., McLellan, J.S.	4zyp_4
187	4zyp	5.5	X-RAY DIFFRACTION	MUS MUSCULUS; HUMAN RESPIRATORY SYNCYTIAL VIRUS A (STRAIN A2); HOMO SAPIENS	05/21/15					Gilman, M.S.A., McLellan, J.S.	4zyp_5
188	4zyp	5.5	X-RAY DIFFRACTION	MUS MUSCULUS; HUMAN RESPIRATORY SYNCYTIAL VIRUS A (STRAIN A2); HOMO SAPIENS	05/21/15					Gilman, M.S.A., McLellan, J.S.	4zyp_0
189	7tb8	2.83	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	12/21/21					Zhou, T., Tsybovsky, T., Kwong, P.D.	7tb8_1
190	7tb8	2.83	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	12/21/21					Zhou, T., Tsybovsky, T., Kwong, P.D.	7tb8_2
191	7tb8	2.83	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	12/21/21					Zhou, T., Tsybovsky, T., Kwong, P.D.	7tb8_3
192	7tb8	2.83	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	12/21/21					Zhou, T., Tsybovsky, T., Kwong, P.D.	7tb8_0
193	6ieq	3.9	X-RAY DIFFRACTION	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	09/16/18					Han, B.W., Wilson, I.A.	6ieq_0
194	5thr		ELECTRON MICROSCOPY	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	09/30/16					Wang, H., Bjorkman, P.J.	5thr_3
195	5thr		ELECTRON MICROSCOPY	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	09/30/16					Wang, H., Bjorkman, P.J.	5thr_5
196	5thr		ELECTRON MICROSCOPY	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	09/30/16					Wang, H., Bjorkman, P.J.	5thr_1
197	7mwx	3.32	X-RAY DIFFRACTION	HEPACIVIRUS C; MUS MUSCULUS; SAGUINUS OEDIPUS	05/17/21					Kumar, A., Hossain, R.A., Yost, S.A., Bu, W., Wang, Y., Dearborn, A.D., Grakoui, A., Cohen, J.I., Marcotrigiano, J.	7mwx_1
198	8dk6	2.45	X-RAY DIFFRACTION	Hepacivirus C; Mus musculus	03/29/23					Kumar, A., Rohe, T., Elrod, E.J., Khan, A.G., Dearborn, A.D., Kissinger, R., Grakoui, A., Marcotrigiano, J.	8dk6_0
199	7mww	2.71	X-RAY DIFFRACTION	HEPACIVIRUS C; MUS MUSCULUS	05/17/21					Kumar, A., Hossain, R.A., Yost, S.A., Bu, W., Wang, Y., Dearborn, A.D., Grakoui, A., Cohen, J.I., Marcotrigiano, J.	7mww_0
200	2ny1	1.99	X-RAY DIFFRACTION	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	11/20/06	2.02e-07		SPR		Zhou, T., Xu, L., Dey, B., Hessell, A.J., Van Ryk, D., Xiang, S.H., Yang, X, Zhang, M.Y., Zwick, M.B., Arthos, J., Burton, D.R., Dimitrov, D.S., Sodroski, J., Wyatt, R., Nabel, G.J., Kwong, P.D.	2ny1_0
201	2ht3	3.3	X-RAY DIFFRACTION	ESCHERICHIA COLI; MUS MUSCULUS	07/25/06					Accardi, A., Lobet, S., Williams, C., Miller, C., Dutzler, R.	2ht3_0
202	6osv	1.34	X-RAY DIFFRACTION	ORYCTOLAGUS CUNICULUS; HOMO SAPIENS	04/01/20					Park, H., Rader, C.	6osv_0
203	6osh	1.117	X-RAY DIFFRACTION	ORYCTOLAGUS CUNICULUS; HOMO SAPIENS	04/01/20					Park, H., Rader, C.	6osh_0
204	7sp7	3.1	ELECTRON MICROSCOPY	PARAMECIUM BURSARIA CHLORELLA VIRUS CZ-2; LAMA GLAMA	11/02/21					Maloney, F.P., Kuklewicz, J., Zimmer, J.	7sp7_0
205	7sp7	3.1	ELECTRON MICROSCOPY	PARAMECIUM BURSARIA CHLORELLA VIRUS CZ-2; LAMA GLAMA	11/02/21					Maloney, F.P., Kuklewicz, J., Zimmer, J.	7sp7_1
206	4kjq	2.875	X-RAY DIFFRACTION	MUS MUSCULUS; ESCHERICHIA COLI	05/03/13					Lim, H.-H., Miller, C	4kjq_1
207	4kk6	3.183	X-RAY DIFFRACTION	MUS MUSCULUS; ESCHERICHIA COLI	05/05/13					Lim, H.-H., Miller, C.	4kk6_1
208	2exw	3.2	X-RAY DIFFRACTION	ESCHERICHIA COLI; MUS MUSCULUS	11/09/05					Lobet, S., Dutzler, R.	2exw_0
209	4ene	2.4	X-RAY DIFFRACTION	ESCHERICHIA COLI K-12; MUS MUSCULUS	04/13/12					Hyun-Ho Lim, Shane, T., Miller, C.	4ene_0
210	2fee	3.2	X-RAY DIFFRACTION	ESCHERICHIA COLI; HOMO SAPIENS	12/15/05					Accardi, A., Walden, M.P., Nguitragool, W., Jayaram, H., Williams, C., Miller, C.	2fee_0
211	4kk5	3.171	X-RAY DIFFRACTION	MUS MUSCULUS; ESCHERICHIA COLI	05/05/13					Lim, H.-H., Miller, C.	4kk5_1
212	1ots	2.51	X-RAY DIFFRACTION	ESCHERICHIA COLI; MUS MUSCULUS	03/22/03					Dutzler, R., Campbell, E.B., MacKinnon, R.	1ots_1
213	4kjp	3.2	X-RAY DIFFRACTION	MUS MUSCULUS; ESCHERICHIA COLI	05/03/13					Lim, H.-H., Miller, C	4kjp_0
214	2h2p	3.1	X-RAY DIFFRACTION	ESCHERICHIA COLI; MUS MUSCULUS	05/19/06					Nguitragool, W., Miller, C.	2h2p_1
215	4kjw	3.03	X-RAY DIFFRACTION	MUS MUSCULUS; ESCHERICHIA COLI	05/03/13					Lim, H.-H., Miller, C.	4kjw_0
216	6k5f	3.203	X-RAY DIFFRACTION	ESCHERICHIA COLI; MUS MUSCULUS	05/28/19					Park, K., Lim, H.H.	6k5f_0
217	6t9e	2.989	X-RAY DIFFRACTION	HOMO SAPIENS	10/28/19					Kimbung, R., Logan, D.T., Beckmann, R., Jensen, K., Speck, J., Fenn, S., Kettenberger, H.	6t9e_1
218	4qci	2.3	X-RAY DIFFRACTION	HOMO SAPIENS	05/12/14					Kuai, J., Mosyak, L., Tam, M., LaVallie, E., Pullen, N., Carven, G.	4qci_1
219	6do1	2.901	X-RAY DIFFRACTION	HOMO SAPIENS; ESCHERICHIA COLI; SYNTHETIC CONSTRUCT	06/08/18					Wingler, L.M., McMahon, C., Staus, D.P., Lefkowitz, R.J., Kruse, A.C.	6do1_0
220	6do1	2.901	X-RAY DIFFRACTION	HOMO SAPIENS; ESCHERICHIA COLI; SYNTHETIC CONSTRUCT	06/08/18					Wingler, L.M., McMahon, C., Staus, D.P., Lefkowitz, R.J., Kruse, A.C.	6do1_1
221	6do1	2.901	X-RAY DIFFRACTION	HOMO SAPIENS; ESCHERICHIA COLI; SYNTHETIC CONSTRUCT	06/08/18					Wingler, L.M., McMahon, C., Staus, D.P., Lefkowitz, R.J., Kruse, A.C.	6do1_2
222	6do1	2.901	X-RAY DIFFRACTION	HOMO SAPIENS; ESCHERICHIA COLI; SYNTHETIC CONSTRUCT	06/08/18					Wingler, L.M., McMahon, C., Staus, D.P., Lefkowitz, R.J., Kruse, A.C.	6do1_3
223	7m6f	3.9	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	03/25/21					Barnes, C.O., Bjorkman, P.J.	7m6f_1
224	7p40	3.5	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	07/09/21					perez, L.	7p40_0
225	7k4n	3.3	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	09/15/20					Tortorici, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	7k4n_2
226	7ny5	3.7	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	03/20/21					Perez, L.	7ny5_2
227	7lf8	2.15	X-RAY DIFFRACTION	HOMO SAPIENS	01/15/21					Ultsch, M., Kirchhofer, D.	7lf8_0
228	4qti	3.0	X-RAY DIFFRACTION	HOMO SAPIENS; MUS MUSCULUS	07/08/14					Zhao, B., Yuan, C., Luo, Z., Huang, M.	4qti_0
229	3bt2	2.5	X-RAY DIFFRACTION	HOMO SAPIENS; MUS MUSCULUS	12/27/07					Huang, M.	3bt2_0
230	4k24	4.5	X-RAY DIFFRACTION	HOMO SAPIENS; MUS MUSCULUS	04/08/13					Huang, M.D., Xu, X., Yuan, C.	4k24_0
231	2fd6	1.9	X-RAY DIFFRACTION	HOMO SAPIENS; MUS MUSCULUS; SYNTHETIC CONSTRUCT	12/13/05					Huang, M., Huai, Q., Li, Y.	2fd6_0
232	7n8h	2.3	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	06/14/21					McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	7n8h_1
233	7n8h	2.3	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	06/14/21					McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	7n8h_2
234	7n8h	2.3	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	06/14/21					McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	7n8h_3
235	7n8h	2.3	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	06/14/21					McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	7n8h_4
236	7n8h	2.3	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	06/14/21					McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	7n8h_5
237	7n8h	2.3	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	06/14/21					McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	7n8h_0
238	6cwt	3.151	X-RAY DIFFRACTION	ORYCTOLAGUS CUNICULUS; HEPATITIS B VIRUS GENOTYPE D SUBTYPE ADW	03/30/18					Eren, E., Steven, A.C., Wingfield, P.T.	6cwt_1
239	7wgt	2.75	X-RAY DIFFRACTION	Drosophila melanogaster; Mus musculus	12/28/21					Joseph, D., Penmatsa, A.	7wgt_0
240	7wgd	3.2	X-RAY DIFFRACTION	Drosophila melanogaster; Mus musculus	12/28/21					Joseph, D., Penmatsa, A.	7wgd_0
241	7wlw	2.9	X-RAY DIFFRACTION	Drosophila melanogaster; Mus musculus	01/13/22					Penmatsa, A., Joseph, D.	7wlw_0
242	7k5x	2.93	ELECTRON MICROSCOPY	HOMO SAPIENS; MUS MUSCULUS	09/17/20					Zhou, B.-R., Bai, Y.	7k5x_1
243	7k5y	2.76	ELECTRON MICROSCOPY	HOMO SAPIENS; MUS MUSCULUS	09/17/20					Zhou, B.-R., Bai, Y.	7k5y_0
244	7k5y	2.76	ELECTRON MICROSCOPY	HOMO SAPIENS; MUS MUSCULUS	09/17/20					Zhou, B.-R., Bai, Y.	7k5y_1
245	8vfx										8vfx_0
246	7k63	3.03	ELECTRON MICROSCOPY	HOMO SAPIENS; MUS MUSCULUS	09/18/20					Zhou, B.-R., Bai, Y.	7k63_1
247	7k60	3.12	ELECTRON MICROSCOPY	HOMO SAPIENS; MUS MUSCULUS	09/17/20					Zhou, B.-R., Bai, Y.	7k60_0
248	7k61	2.85	ELECTRON MICROSCOPY	HOMO SAPIENS; MUS MUSCULUS	09/17/20					Zhou, B.-R., Bai, Y.	7k61_0
249	7whj	3.27	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	12/30/21					Zhan, W.Q., Zhang, X., Chen, Z.G., Sun, L.	7whj_1
250	7wjz	0.0	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	07/13/22					Zhan, W.Q., Zhang, X., Chen, Z.G., Sun, L.	7wjz_0
251	7whj	3.27	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	12/30/21					Zhan, W.Q., Zhang, X., Chen, Z.G., Sun, L.	7whj_0
252	6u55	1.93	X-RAY DIFFRACTION	LAMA GLAMA; SUDAN EBOLAVIRUS (STRAIN BONIFACE-76)	08/26/19					Taylor, A.B., Sherwood, L.J., Hart, P.J., Hayhurst, A.	6u55_0
253	6u51	2.52	X-RAY DIFFRACTION	LAMA GLAMA; SUDAN EBOLAVIRUS (STRAIN BONIFACE-76)	08/26/19					Taylor, A.B., Sherwood, L.J., Hart, P.J., Hayhurst, A.	6u51_1
254	6u52	1.9	X-RAY DIFFRACTION	LAMA GLAMA; SUDAN EBOLAVIRUS (STRAIN BONIFACE-76)	08/26/19					Taylor, A.B., Sherwood, L.J., Hart, P.J., Hayhurst, A.	6u52_0
255	6gs1	3.29	X-RAY DIFFRACTION	ESCHERICHIA COLI (STRAIN K12); LAMA GLAMA	06/13/18					Ural-Blimke, Y., Flayhan, A., Loew, C., Quistgaard, E.M.	6gs1_0
256	6gs7	3.3	X-RAY DIFFRACTION	ESCHERICHIA COLI K-12; LAMA	06/13/18					Ural-Blimke, Y., Flayhan, A., Quistgaard, E.M., Loew, C.	6gs7_0
257	6gs4	2.645	X-RAY DIFFRACTION	ESCHERICHIA COLI K-12; LAMA	06/13/18					Ural-Blimke, Y., Flayhan, A., Quistgaard, E.M., Loew, C.	6gs4_0
258	7s1m	2.41	ELECTRON MICROSCOPY	HOMO SAPIENS; LAMA GLAMA; SYNTHETIC CONSTRUCT	09/02/21					Cary, B.P., Gellman, S.H.	7s1m_0
259	7s3i	2.51	ELECTRON MICROSCOPY	HOMO SAPIENS	09/07/21					Belousoff, M.J., Piper, S.J., Danev, R.	7s3i_0
260	7bw0	3.9	ELECTRON MICROSCOPY	ESCHERICHIA COLI; HOMO SAPIENS; RATTUS NORVEGICUS; BOS TAURUS; VICUGNA PACOS	04/12/20					Chen, G., Wang, X.K., Chen, Q., Hu, H.L., Ren, R.B.	7bw0_0
261	6wmw	2.91	X-RAY DIFFRACTION	HOMO SAPIENS	04/21/20					White, A., Lakshminarasimhan, D., Olland, A., Suto, R.K.	6wmw_1
262	6wmw	2.91	X-RAY DIFFRACTION	HOMO SAPIENS	04/21/20					White, A., Lakshminarasimhan, D., Olland, A., Suto, R.K.	6wmw_0
263	6wzl	2.29	X-RAY DIFFRACTION	HOMO SAPIENS; MACACA FASCICULARIS	05/14/20					Durbin, J.D., Druzina, Z.	6wzl_0
264	4xi5	3.9	X-RAY DIFFRACTION	HUMAN HERPESVIRUS 3 STRAIN OKA VACCINE; HOMO SAPIENS	01/06/15					Xing, Y.	4xi5_0
265	7jw0	4.3	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	08/24/20					Walls, A.C., Park, Y.J., Tortorici, M.A., Czudnochowski, N., Seattle Structural Genomics Center for Infectious Disease (SSGCID), Snell, G., Veesler, D.	7jw0_2
266	5c0r	3.188	X-RAY DIFFRACTION	INFLUENZA A VIRUS, HUMAN IMMUNODEFICIENCY VIRUS TYPE 1 GROUP M SUBTYPE B, ENTEROBACTERIA PHAGE T4; MUS MUSCULUS	06/12/15					Boyington, J.C., kwong, P.D., Nabel, G.J., Mascola, J.R.	5c0r_0
267	6ot0	3.9	ELECTRON MICROSCOPY	HOMO SAPIENS; MUS MUSCULUS	05/02/19					Qi, X., Li, X.	6ot0_0
268	7eb2	3.5	ELECTRON MICROSCOPY	HOMO SAPIENS; SYNTHETIC CONSTRUCT	03/08/21					Shen, C., Mao, C., Xu, C., Jin, N., Zhang, H., Shen, D., Shen, Q., Wang, X., Hou, T., Rondard, P., Chen, Z., Pin, J., Zhang, Y., Liu, J.	7eb2_0
269	7ws5	3.7	ELECTRON MICROSCOPY	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	01/28/22					Guo, H., Gao, Y., Ji, X., Yang, H.	7ws5_1
270	8k45	3.66	ELECTRON MICROSCOPY	Severe acute respiratory syndrome coronavirus 2; Vicugna pacos	12/13/23					Lu, Y., Gao, Y., Yao, H., Xu, W., Yang, H.	8k45_1
271	7wwi	0.0	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	02/15/23					Guo, H., Gao, Y., Lu, Y., Yang, H., Ji, X.	7wwi_1
