	PDB	resolution	method	organism	date	affinity	delta_g	affinity_method	temperature	authors	One_digit_id
1209	8x9b	3.82	ELECTRON MICROSCOPY	Coxsackievirus A16; Mus musculus	09/04/24					Jiang, Y., Huang, Y., Zhu, R., Zheng, Q., Li, S., Xia, N.	8x9b_0
1210	5w06	2.6	X-RAY DIFFRACTION	MUS MUSCULUS; HOMO SAPIENS	05/30/17					Teplyakov, A., Obmolova, G., Malia, T.J., Gilliland, G.L.	5w06_0
1211	4m7l	3.4	X-RAY DIFFRACTION	HOMO SAPIENS; MUS MUSCULUS, HOMO SAPIENS	08/12/13					Teplyakov, A., Obmolova, G., Malia, T., Gilliland, G.L.	4m7l_0
1212	1jps	1.85	X-RAY DIFFRACTION	HOMO SAPIENS	08/03/01	1e-10	-13.63	SPR	25.0	Faelber, K., Kirchhofer, D., Presta, L., Kelley, R.F., Muller, Y.A.	1jps_0
1213	1ahw	3.0	X-RAY DIFFRACTION	HOMO SAPIENS; MUS MUSCULUS	04/10/97					Huang, M., Syed, R., Stura, E.A., Stone, M.J., Stefanko, R.S., Ruf, W., Edgington, T.S., Wilson, I.A.	1ahw_1
1214	1uj3	2.1	X-RAY DIFFRACTION	HOMO SAPIENS	07/25/03					Ohto, U., Mizutani, R., Nakamura, M., Adachi, H., Satow, Y.	1uj3_0
1215	5w42	3.569	X-RAY DIFFRACTION	INFLUENZA A VIRUS (A/SWINE/MINNESOTA/A01134337/2010(H3N2)); INFLUENZA A VIRUS; HOMO SAPIENS	06/08/17					Zhang, H., Wilson, I.A.	5w42_0
1216	6f2w	3.4	X-RAY DIFFRACTION	CARNOBACTERIUM SP. AT7; LAMA GLAMA	11/27/17					Fort, J., Errasti-Murugarren, E., Carpena, X., Palacin, M., Fita, I.	6f2w_0
1217	9h76										9h76_0
1218	6f2g	2.92	X-RAY DIFFRACTION	CARNOBACTERIUM SP. AT7; LAMA GLAMA	11/24/17					Fort, J., Errasti-Murugarren, E., Carpena, X., Palacin, M., Fita, I.	6f2g_0
1219	9kyz										9kyz_0
1220	9e7n										9e7n_0
1221	9e7o										9e7o_0
1222	9e7p										9e7p_0
1223	9mew										9mew_0
1224	5en2	1.821	X-RAY DIFFRACTION	JUNIN MAMMARENAVIRUS; MUS MUSCULUS	11/09/15					Mahmutovic, S., Clark, L., Levis, S., Briggiler, A., Enria, D., Harrison, S.C., Abraham, J.	5en2_0
1225	5w1k	3.99	X-RAY DIFFRACTION	HOMO SAPIENS; JUNIN MAMMARENAVIRUS	06/03/17					Raymond, D.D., Clark, L.E., Abraham, J.	5w1k_0
1226	5w1k	3.99	X-RAY DIFFRACTION	HOMO SAPIENS; JUNIN MAMMARENAVIRUS	06/03/17					Raymond, D.D., Clark, L.E., Abraham, J.	5w1k_1
1227	9n0d										9n0d_0
1228	5w1k	3.99	X-RAY DIFFRACTION	HOMO SAPIENS; JUNIN MAMMARENAVIRUS	06/03/17					Raymond, D.D., Clark, L.E., Abraham, J.	5w1k_2
1229	5w1k	3.99	X-RAY DIFFRACTION	HOMO SAPIENS; JUNIN MAMMARENAVIRUS	06/03/17					Raymond, D.D., Clark, L.E., Abraham, J.	5w1k_3
1230	5w1k	3.99	X-RAY DIFFRACTION	HOMO SAPIENS; JUNIN MAMMARENAVIRUS	06/03/17					Raymond, D.D., Clark, L.E., Abraham, J.	5w1k_4
1231	5w1k	3.99	X-RAY DIFFRACTION	HOMO SAPIENS; JUNIN MAMMARENAVIRUS	06/03/17					Raymond, D.D., Clark, L.E., Abraham, J.	5w1k_5
1232	5w1k	3.99	X-RAY DIFFRACTION	HOMO SAPIENS; JUNIN MAMMARENAVIRUS	06/03/17					Raymond, D.D., Clark, L.E., Abraham, J.	5w1k_6
1233	5w1k	3.99	X-RAY DIFFRACTION	HOMO SAPIENS; JUNIN MAMMARENAVIRUS	06/03/17					Raymond, D.D., Clark, L.E., Abraham, J.	5w1k_7
1234	9fm1										9fm1_0
1235	8s0l	1.8	X-RAY DIFFRACTION	Homo sapiens; Vicugna pacos	06/26/24					Duquerroy, S., Fernandez, I., Rey, F.	8s0l_0
1236	8s0n	2.3	X-RAY DIFFRACTION	Homo sapiens; Vicugna pacos	06/26/24					Duquerroy, S., Fernandez, I., Rey, F.	8s0n_1
1237	8jj0	4.5	ELECTRON MICROSCOPY	Homo sapiens	06/05/24					Wang, H., Zhu, S.	8jj0_0
1238	8tzn	3.11	X-RAY DIFFRACTION	unidentified monkey	06/12/24					Lee, C.C.D., Wilson, I.A.	8tzn_1
1239	9bdi										9bdi_1
1240	8khc	3.0	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	04/17/24					Cao, L., Wang, X.	8khc_0
1241	8hp9	2.75	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	01/31/24					Gao, G.F., Liu, S.	8hp9_4
1242	8hp9	2.75	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	01/31/24					Gao, G.F., Liu, S.	8hp9_5
1243	8jlx	3.0	ELECTRON MICROSCOPY	Crimean-Congo hemorrhagic fever orthonairovirus; Mus musculus	01/24/24					Chong, T., Cao, S.	8jlx_0
1244	8t5c	4.7	ELECTRON MICROSCOPY	Camelus bactrianus; Homo sapiens; Lassa virus Josiah	01/03/24					Gorman, J., Kwong, P.D.	8t5c_2
1245	7ycz	3.24	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus	12/13/23					Zhan, W.Q., Zhang, X., Chen, Z.G., Sun, L.	7ycz_2
1246	8wsq	2.9	X-RAY DIFFRACTION	Homo sapiens; Respiratory syncytial virus	11/15/23					Xu, S.Y., Chai, Y.	8wsq_0
1247	8f5i	1.9	X-RAY DIFFRACTION	Homo sapiens; Rhodopseudomonas palustris	10/11/23					Kapingidza, A.B., Wrapp, D., Winters, K., Azoitei, M.L.	8f5i_1
1248	8hlb	3.63	ELECTRON MICROSCOPY	Escherichia coli (strain K12); Homo sapiens	10/04/23					Akiba, H., Fujita, J., Ise, T., Nishiyama, K., Miyata, T., Kato, T., Namba, K., Ohno, H., Kamada, H., Nagata, S., Tsumoto, K.	8hlb_0
1249	8hlb	3.63	ELECTRON MICROSCOPY	Escherichia coli (strain K12); Homo sapiens	10/04/23					Akiba, H., Fujita, J., Ise, T., Nishiyama, K., Miyata, T., Kato, T., Namba, K., Ohno, H., Kamada, H., Nagata, S., Tsumoto, K.	8hlb_1
1250	8a95	2.64	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus	01/08/09					Hallberg, B.M., Das, H.	8a95_0
1251	8ag1	3.303	X-RAY DIFFRACTION	Homo sapiens	07/19/23					Gao, H., Zhou, A.	8ag1_0
1252	8iuk	2.67	ELECTRON MICROSCOPY	Homo sapiens; Lama glama; Mus musculus	07/12/23					Wu, C., Xu, Y., Xu, H.E.	8iuk_0
1253	8ium	3.14	ELECTRON MICROSCOPY	Homo sapiens; Lama glama; Mus musculus	07/12/23					Wu, C., Xu, Y., Xu, H.E.	8ium_0
1254	7f9z	3.2	ELECTRON MICROSCOPY	HOMO SAPIENS; MUS MUSCULUS; LAMA GLAMA; SYNTHETIC CONSTRUCT	07/05/21					Wang, Y., Zhuang, Y., Xu, P., Xu, H.E., Jiang, Y.	7f9z_0
1255	7ymj	3.35	ELECTRON MICROSCOPY	Homo sapiens; Lama glama	07/05/23					Toyoda, Y., Zhu, A., Yan, C., Kobilka, B.K., Liu, X.	7ymj_0
1256	7y1b	3.23	ELECTRON MICROSCOPY	Mus musculus	06/14/23					Zhang, H., Yang, X., Xue, Y., Huang, Y., Mo, X., Zhang, H., Li, N., Gao, N., Li, X., Wang, S., Gao, Y., Liao, J.	7y1b_0
1257	7ur6	0.0	ELECTRON MICROSCOPY	Human immunodeficiency virus 1; Macaca mulatta	04/26/23					Gorman, J., Kwong, P.D.	7ur6_0
1258	7urv	0.0	ELECTRON MICROSCOPY	Homo sapiens; Mus musculus	02/15/23					Meyerson, J., He, C.	7urv_0
1259	7urx	0.0	ELECTRON MICROSCOPY	Homo sapiens; Mus musculus	02/15/23					Meyerson, J., He, C.	7urx_0
1260	8h8j	3.2	ELECTRON MICROSCOPY	Homo sapiens; Mus musculus	02/08/23					Yuan, Q., Duan, J., Liu, Q., Xu, H.E., Jiang, Y.	8h8j_0
1261	8hc7	0.0	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	01/25/23					Liu, B., Gao, X., Chen, Q., Li, Z., Su, M., He, J., Xiong, X.	8hc7_0
1262	7wur	0.0	ELECTRON MICROSCOPY	Dengue virus 2; Homo sapiens	12/21/22					Shu, B., Lok, S.M.	7wur_0
1263	7t0l	3.0	X-RAY DIFFRACTION	Homo sapiens; Mus musculus; SYNTHETIC CONSTRUCT	12/07/22					Vivian, J.P., Rossjohn, J.	7t0l_1
1264	7x46	3.85	ELECTRON MICROSCOPY	Coxsackievirus B1; Mus musculus	09/28/22					Zheng, Q., Zhu, R., Sun, H., Cheng, T., Li, S., Xia, N.	7x46_0
1265	7x47	3.66	ELECTRON MICROSCOPY	Coxsackievirus B1; Mus musculus	09/28/22					Zheng, Q., Zhu, R., Sun, H., Cheng, T., Li, S., Xia, N.	7x47_0
1266	7sk7	0.0	ELECTRON MICROSCOPY	Homo sapiens; Lama glama	07/27/22					Yen, Y.C., Schafer, C.T., Gustavsson, M., Handel, T.M., Tesmer, J.J.G.	7sk7_0
1267	7sk8	0.0	ELECTRON MICROSCOPY	Homo sapiens	07/27/22					Yen, Y.C., Schafer, C.T., Gustavsson, M., Handel, T.M., Tesmer, J.J.G.	7sk8_1
1268	7sk3	0.0	ELECTRON MICROSCOPY	Homo sapiens	07/27/22					Yen, Y.C., Schafer, C.T., Gustavsson, M., Handel, T.M., Tesmer, J.J.G.	7sk3_1
1269	7sk4	0.0	ELECTRON MICROSCOPY	Homo sapiens	07/27/22					Yen, Y.C., Schafer, C.T., Gustavsson, M., Handel, T.M., Tesmer, J.J.G.	7sk4_1
1270	7sk5	0.0	ELECTRON MICROSCOPY	Homo sapiens; Lama glama	07/27/22					Yen, Y.C., Schafer, C.T., Gustavsson, M., Handel, T.M., Tesmer, J.J.G.	7sk5_0
1271	7sk6	4.0	ELECTRON MICROSCOPY	Homo sapiens	07/27/22					Yen, Y.C., Schafer, C.T., Gustavsson, M., Handel, T.M., Tesmer, J.J.G.	7sk6_0
1272	7sk9	0.0	ELECTRON MICROSCOPY	Homo sapiens	07/27/22					Yen, Y.C., Schafer, C.T., Gustavsson, M., Handel, T.M., Tesmer, J.J.G.	7sk9_0
1273	7ura	0.0	ELECTRON MICROSCOPY	Homo sapiens; Mus musculus	07/20/22					Liu, Y., Qi, X., Li, X.	7ura_0
1274	7urc	0.0	ELECTRON MICROSCOPY	Homo sapiens; Mus musculus	07/20/22					Liu, Y., Qi, X., Li, X.	7urc_0
1275	7urd	0.0	ELECTRON MICROSCOPY	Homo sapiens; Mus musculus; SYNTHETIC CONSTRUCT	07/20/22					Liu, Y., Qi, X., Li, X.	7urd_0
1276	7ure	0.0	ELECTRON MICROSCOPY	Homo sapiens; Mus musculus; SYNTHETIC CONSTRUCT	07/20/22					Liu, Y., Qi, X., Li, X.	7ure_0
1277	7ssv	3.39	ELECTRON MICROSCOPY	Aequorea victoria; Homo sapiens; unidentified	11/11/21					Meyerson, J.R., Selvakumar, P., Smider, V., Huang, R.	7ssv_0
1278	2ny3	2.0	X-RAY DIFFRACTION	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	11/20/06	8.15e-07		SPR		Zhou, T., Xu, L., Dey, B., Hessell, A.J., Van Ryk, D., Xiang, S.H., Yang, X., Zhang, M.Y., Zwick, M.B., Arthos, J., Burton, D.R., Dimitrov, D.S., Sodroski, J., Wyatt, R., Nabel, G.J., Kwong, P.D.	2ny3_0
1279	1g6v	3.5	X-RAY DIFFRACTION	CAMELUS DROMEDARIUS; BOS TAURUS	11/08/00	7.2e-08	-9.74	SPR		Desmyter, A., Decanniere, K., Muyldermans, S., Wyns, L.	1g6v_0
1280	3hi6	2.3	X-RAY DIFFRACTION	HOMO SAPIENS	05/19/09	4.7e-06	-7.26	SPR		Zhang, H., Wang, J.	3hi6_1
1281	6n51	4.0	ELECTRON MICROSCOPY	HOMO SAPIENS; LAMA GLAMA	11/20/18					Koehl, A., Hu, H., Feng, D., Sun, B., Weis, W.I., Skiniotis, G.S., Mathiesen, J.M., Kobilka, B.K.	6n51_1
1282	7mly	2.7	ELECTRON MICROSCOPY	RATTUS NORVEGICUS; SUS SCROFA	04/29/21					Zhu, H., Gouaux, E.	7mly_0
1283	4mhj	6.98	X-RAY DIFFRACTION	INFLUENZA A VIRUS; MUS MUSCULUS	08/29/13					Zhu, X., Wilson, I.A.	4mhj_1
1284	5c0s	4.3	X-RAY DIFFRACTION	INFLUENZA A VIRUS, HUMAN IMMUNODEFICIENCY VIRUS TYPE 1 GROUP M SUBTYPE B, ENTEROBACTERIA PHAGE T4; HOMO SAPIENS	06/12/15					Boyington, J.C., Kwong, P.D., Nabel, G.J., Mascola, J.R.	5c0s_0
1285	6lml	3.9	ELECTRON MICROSCOPY	HOMO SAPIENS; MUS MUSCULUS; SYNTHETIC CONSTRUCT	04/01/20					Qiao, A., Han, S., Li, X., Sun, F., Zhao, Q., Wu, B.	6lml_0
1286	4fqj	2.5	X-RAY DIFFRACTION	INFLUENZA B VIRUS; HOMO SAPIENS	06/25/12					Dreyfus, C., Laursen, N.S., Wilson, I.A.	4fqj_0
1287	7kqg	2.6	X-RAY DIFFRACTION	INFLUENZA B VIRUS; HOMO SAPIENS	11/16/20					Bajic, G., Harrison, S.C.	7kqg_0
1288	5kte	3.941	X-RAY DIFFRACTION	DEINOCOCCUS RADIODURANS; MUS MUSCULUS	07/11/16					Bane, L.B., Gaudet, R., Weihofen, W.A., Singharoy, A.	5kte_0
1289	1ynt	3.1	X-RAY DIFFRACTION	FINEGOLDIA MAGNA; TOXOPLASMA GONDII; MUS MUSCULUS	01/25/05					Graille, M., Stura, E.A., Bossus, M., Muller, B.H., Letourneur, O., Battail-Poirot, N, Sibai, G., Rolland, D., Le Du, M.H., Ducancel, F.	1ynt_1
1290	1hez	2.7	X-RAY DIFFRACTION	HOMO SAPIENS; FINEGOLDIA MAGNA	11/27/00	1.45e-07	-9.32	Other	25.0	Graille, M., Stura, E.A., Housden, N.G., Bottomley, S.P., Taussig, M.J., Sutton, B.J., Gore, M.G., Charbonnier, JB.	1hez_0
1291	1hez	2.7	X-RAY DIFFRACTION	HOMO SAPIENS; FINEGOLDIA MAGNA	11/27/00	1.45e-07	-9.32	Other	25.0	Graille, M., Stura, E.A., Housden, N.G., Bottomley, S.P., Taussig, M.J., Sutton, B.J., Gore, M.G., Charbonnier, JB.	1hez_1
1292	5f72	1.85	X-RAY DIFFRACTION	HOMO SAPIENS	12/07/15					Liu, X., Taylor, R.D., Griffin, L., Coker, S., Adams, R., Ceska, T., Shi, J., Lawson, A.D.G., Baker, T.	5f72_0
1293	4np4	2.89	X-RAY DIFFRACTION	CLOSTRIDIUM DIFFICILE; HOMO SAPIENS	11/20/13					Orth, P., Xiao, L., Hernandez, L.D., Reichert, P., Sheth, P., Beaumont, M., Murgolo, N., Ermakov, G., DiNunzio, E., Racine, F., Karczewski, J., Secore, S., Ingram, R.N., Mayhood, T., Strickland, C., Therien, A.G.	4np4_0
1294	4np4	2.89	X-RAY DIFFRACTION	CLOSTRIDIUM DIFFICILE; HOMO SAPIENS	11/20/13					Orth, P., Xiao, L., Hernandez, L.D., Reichert, P., Sheth, P., Beaumont, M., Murgolo, N., Ermakov, G., DiNunzio, E., Racine, F., Karczewski, J., Secore, S., Ingram, R.N., Mayhood, T., Strickland, C., Therien, A.G.	4np4_1
1295	7bu6	2.7	X-RAY DIFFRACTION	ENTEROBACTERIA PHAGE T4; HOMO SAPIENS; CAMELIDAE MIXED LIBRARY	04/04/20					Xu, X., Kaindl, J., Clark, M., Hubner, H., Hirata, K., Sunahara, R., Gmeiner, P., Kobilka, B.K., Liu, X.	7bu6_0
1296	1rjl	2.6	X-RAY DIFFRACTION	BORRELIA BURGDORFERI; MUS MUSCULUS	11/19/03					Becker, M., Bunikis, J., Lade, B.D., Dunn, J.J., Barbour, A.G., Lawson, C.L.	1rjl_0
1297	6ss2	2.4	X-RAY DIFFRACTION	HOMO SAPIENS	09/06/19					Burschowsky, D., Addyman, A., Fiedler, S., Groves, M., Haynes, S., Seewooruthun, C., Carr, M.	6ss2_0
1298	6ss6	3.25	X-RAY DIFFRACTION	HOMO SAPIENS	09/06/19					Burschowsky, D., Addyman, A., Fiedler, S., Groves, M., Haynes, S., Seewooruthun, C., Carr, M.	6ss6_1
1299	6ss4	2.9	X-RAY DIFFRACTION	HOMO SAPIENS	09/06/19					Burschowsky, D., Addyman, A., Fiedler, S., Groves, M., Haynes, S., Seewooruthun, C., Carr, M.	6ss4_0
1300	3mj9	2.95	X-RAY DIFFRACTION	MUS MUSCULUS; CRICETULUS MIGRATORIUS	04/12/10	7.69e-09	-11.06	SPR	25.0	Verdino, P., Wilson, I.A.	3mj9_0
1301	8hgi										8hgi_0
1302	9lmo										9lmo_0
1303	9fax										9fax_0
1304	9fau										9fau_2
1305	8pet										8pet_0
1306	9bti										9bti_0
1307	9qqn										9qqn_0
1308	9ghj										9ghj_0
1309	5nuz	1.85	X-RAY DIFFRACTION	MUS MUSCULUS; JUNIN MAMMARENAVIRUS	05/03/17					Zeltina, A., Krumm, S.A., Sahin, M., Struwe, W.B., Harlos, K., Nunberg, J.H., Crispin, M., Pinschewer, D.D., Doores, K.J., Bowden, T.A.	5nuz_1
1310	7qu2	2.5	X-RAY DIFFRACTION	MUS MUSCULUS; ARGENTINIAN MAMMARENAVIRUS	01/17/22					Ng, W.M., Sahin, M., Krumm, S.A., Seow, J., Zeltina, A., Harlos, K., Paesen, G., Pinschewer, D.D., Doores, K.J., Bowden, T.A.	7qu2_0
1311	9mih										9mih_0
1312	9d90										9d90_0
1313	9mev										9mev_0
1314	8ybz										8ybz_2
1315	8z4e										8z4e_0
1316	8z4e										8z4e_1
1317	9bhm										9bhm_0
1318	9gox										9gox_0
1319	8il3	0.0	ELECTRON MICROSCOPY	Homo sapiens	03/29/23					Yang, J., Wang, Y., Zhang, G.	8il3_0
1320	7duo	2.81	X-RAY DIFFRACTION	HOMO SAPIENS	01/10/21					Yu, X.J., Wang, L., Yu, C.F.	7duo_0
1321	8sj6										8sj6_0
1322	8sj6										8sj6_1
1323	8v93										8v93_0
1324	8v93										8v93_1
1325	9d6f										9d6f_0
1326	9d6f										9d6f_1
1327	9bdg	3.01	ELECTRON MICROSCOPY	Homo sapiens; Influenza A virus	11/13/24					Ferreira Ramos, A.S., Bajic, G.	9bdg_2
1328	7lz6	7.3	ELECTRON MICROSCOPY	Homo sapiens	10/30/24					Reboul, C.F., Le, S.N., Williams, D.E., Buckle, A.M.	7lz6_0
1329	8vdf	3.5	ELECTRON MICROSCOPY	Homo sapiens; Plasmodium falciparum	10/02/24					Raghavan, S.S.R., Ward, A.B.	8vdf_0
1330	8vyn	2.8	ELECTRON MICROSCOPY	Homo sapiens; Human betaherpesvirus 5	09/18/24					Sponholtz, M.R., Byrne, P.O., McLellan, J.S.	8vyn_0
1331	8vyn	2.8	ELECTRON MICROSCOPY	Homo sapiens; Human betaherpesvirus 5	09/18/24					Sponholtz, M.R., Byrne, P.O., McLellan, J.S.	8vyn_1
1332	8vyn	2.8	ELECTRON MICROSCOPY	Homo sapiens; Human betaherpesvirus 5	09/18/24					Sponholtz, M.R., Byrne, P.O., McLellan, J.S.	8vyn_2
1333	8vyn	2.8	ELECTRON MICROSCOPY	Homo sapiens; Human betaherpesvirus 5	09/18/24					Sponholtz, M.R., Byrne, P.O., McLellan, J.S.	8vyn_3
1334	8vyn	2.8	ELECTRON MICROSCOPY	Homo sapiens; Human betaherpesvirus 5	09/18/24					Sponholtz, M.R., Byrne, P.O., McLellan, J.S.	8vyn_4
1335	8vyn	2.8	ELECTRON MICROSCOPY	Homo sapiens; Human betaherpesvirus 5	09/18/24					Sponholtz, M.R., Byrne, P.O., McLellan, J.S.	8vyn_5
1336	8xqn	3.05	ELECTRON MICROSCOPY	Clostridium perfringens; Homo sapiens; synthetic construct	07/10/24					Hu, X.L., Wu, L.J., Hua, T., Liu, Z.J.	8xqn_0
1337	8xqs	3.3	ELECTRON MICROSCOPY	Clostridium perfringens; Homo sapiens; synthetic construct	07/10/24					Hu, X.L., Wu, L.J., Hua, T., Liu, Z.J.	8xqs_0
1338	8xqt	2.94	ELECTRON MICROSCOPY	Clostridium perfringens; Homo sapiens; synthetic construct	07/10/24					Hu, X.L., Pei, Y., Wu, L.J., Hua, T., Liu, Z.J.	8xqt_0
1339	8zcj	3.09	ELECTRON MICROSCOPY	Bos taurus; Homo sapiens; Oplophorus gracilirostris; Rattus norvegicus; SYNTHETIC CONSTRUCT	07/10/24					Li, Y.G., Meng, X.Y., Yang, X.R., Ling, S.L., Shi, P., Tian, C.L., Yang, F.	8zcj_0
1340	8yz6	4.55	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	06/05/24					Chen, X., Wu, Y.-M.	8yz6_0
1341	8xea	3.42	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	01/08/09					Feng, L.L.	8xea_1
1342	8oi2	3.3	X-RAY DIFFRACTION	Helicobacter pylori G27; Homo sapiens	04/03/24					De Felice, S., Zoia, G., Romanyuk, Z., Pardon, E., Steyaert, J., Angelini, A., Cendron, L.	8oi2_0
1343	8vye	2.7	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	01/08/09					McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	8vye_0
1344	8vye	2.7	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	01/08/09					McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	8vye_1
1345	8vye	2.7	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	01/08/09					McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	8vye_2
1346	8vye	2.7	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	01/08/09					McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	8vye_3
1347	8vye	2.7	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	01/08/09					McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	8vye_4
1348	8vye	2.7	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	01/08/09					McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	8vye_5
1349	8vye	2.7	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	01/08/09					McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	8vye_6
1350	8vye	2.7	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	01/08/09					McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	8vye_7
1351	8vye	2.7	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	01/08/09					McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	8vye_8
1352	8vyg	3.1	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	03/27/24					McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	8vyg_0
1353	8vyf	3.2	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	01/08/09					McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	8vyf_0
1354	8vyf	3.2	ELECTRON MICROSCOPY	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	01/08/09					McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	8vyf_1
1355	8uf7	3.2	ELECTRON MICROSCOPY	Homo sapiens; Mus musculus	02/14/24					Kumar, S., Summers, B., Basore, K., Pozzi, N.	8uf7_0
1356	5y9c	3.443	X-RAY DIFFRACTION	HUMAN PAPILLOMAVIRUS TYPE 58; MUS MUSCULUS	08/24/17					Li, S.W., Li, Z.H.	5y9c_0
1357	7na8	2.7	ELECTRON MICROSCOPY	HOMO SAPIENS; MUS MUSCULUS	06/20/21					Liu, H., Sun, D., Sun, J., Zhang, C.	7na8_0
1358	7na7	2.7	ELECTRON MICROSCOPY	HOMO SAPIENS; MUS MUSCULUS; SYNTHETIC CONSTRUCT	06/20/21					Liu, H., Sun, D., Sun, J., Zhang, C.	7na7_0
1359	5n0a	3.9	X-RAY DIFFRACTION	HOMO SAPIENS; DENGUE VIRUS 2	02/02/17					Vaney, M.C., Rouvinski, A., Guardado-Calvo, P., Sharma, A., Rey, F.A.	5n0a_1
1360	6um5	4.2	ELECTRON MICROSCOPY	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	10/09/19					Acharya, P., Henderson, R.C., Saunders, K.O., Haynes, B.F.	6um5_0
1361	6pwc	4.9	ELECTRON MICROSCOPY	HOMO SAPIENS; SYNTHETIC CONSTRUCT; SYNTHETIC CONSTRUCT	07/22/19					Yin, W., Li, Z., Jin, M., Yin, Y.-L., de Waal, P.W., Pal, K., Gao, X., He, Y., Gao, J., Wang, X., Zhang, Y., Zhou, H., Melcher, K., Jiang, Y., Cong, Y., Zhou, X.E., Yu, X., Xu, H.E.	6pwc_0
1362	6icc	2.0	X-RAY DIFFRACTION	AQUIFEX AEOLICUS VF5; RATTUS NORVEGICUS	09/05/18					Tamura, R., Oi, R., Kaneko, M.K., Kato, Y., Nogi, T.	6icc_0
1363	2i9l	3.1	X-RAY DIFFRACTION	VACCINIA VIRUS; MUS MUSCULUS	09/05/06					Su, H.P., Golden, J.W., Gittis, A.G., Moss, B., Hooper, J.W., Garboczi, D.N.	2i9l_2
1364	4u6h	3.1	X-RAY DIFFRACTION	VACCINIA VIRUS; MUS MUSCULUS	07/29/14					Matho, M.H., Schlossman, A., Zajonc, D.M.	4u6h_1
1365	1ken	3.5	X-RAY DIFFRACTION	INFLUENZA A VIRUS (A/X-31(H3N2)); MUS MUSCULUS	11/16/01					Barbey-Martin, C., Gigant, B., Bizebard, T., Calder, L.J., Wharto, S.A., Skehel, J.J., Knossow, M.	1ken_0
1366	5y2l	2.902	X-RAY DIFFRACTION	INFLUENZA A VIRUS (STRAIN A/AICHI/2/1968 H3N2); HOMO SAPIENS	07/26/17					Xiao, H., Qi, J., Gao, F.G.	5y2l_0
1367	1eo8	2.8	X-RAY DIFFRACTION	INFLUENZA A VIRUS (A/X-31(H3N2)); MUS MUSCULUS	03/22/00	8.9e-09	-10.87	SPR	22.0	Fleury, D., Gigant, B., Daniels, R.S., Skehel, J.J., Knossow, M., Bizebard, T.	1eo8_0
1368	1qfu	2.8	X-RAY DIFFRACTION	INFLUENZA A VIRUS (A/X-31(H3N2)); MUS MUSCULUS	04/14/99	3e-09	-11.5	SPR	22.0	Fleury, D., Gigant, B., Bizebard, T., Daniels, R.S., Skehel, J.J., Knossow, M.	1qfu_0
